Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
AGXY3,"5,06","0,07","-0,46","0,049","0,00%","0,039","0,17","-0,12","-0,06","-1,43","-1,78","-41,36%","69,73%","2,19","-35,52%","-661,54%","90.345,10","-185.458.000,00","-5,42","-25,15%"
RCTB31,"41,00","0,07","0,00","0,009","0,00%","0,001","0,00","-0,01","-0,01","4,49","48,58","-66,51%","12,16%","5,55","-12,02%","3,68%","0,00","1.527.940.000,00","0,00","13,00%"
LREN4,"105,00","0,08","0,01","0,007","0,00%","0,006","0,02","0,03","0,05","-0,33","-0,24","22,36%","8,92%","1,76","22,96%","13,72%","0,00","10.143.100.000,00","0,04","10,59%"
RCTB33,"57,00","0,10","0,00","0,013","0,00%","0,001","0,00","-0,02","-0,01","4,49","48,52","-66,51%","12,16%","5,55","-12,02%","3,68%","0,00","1.527.940.000,00","0,00","13,00%"
CREM4,"48,00","0,11","0,01","0,002","0,00%","0,002","0,02","0,03","-0,02","3,55","2,09","8,05%","2,10%","1,29","11,36%","7,50%","0,00","189.701.000,00","1,58","-0,27%"
RSID3,"1,59","0,12","-0,03","0,382","0,00%","0,064","-0,10","-2,74","-0,03","-32,62","-33,05","-13,95%","328,47%","0,45","-2,51%","-28,42%","21.773,90","-972.057.000,00","-0,39","2,20%"
PALF5,"236,60","0,12","0,06","0,013","0,00%","0,009","-0,14","0,06","-0,02","2,33","2,33","20,84%","10,74%","0,81","16,85%","47,24%","0,00","3.681.460.000,00","2,49","2,41%"
MEND5,"6,50","0,13","0,00","28,321","0,00%","0,071","-20,17","-0,12","0,00","-25,56","-25,58","-22.946,80%","22.143,50%","0,65","-58,01%","-3,25%","0,00","-16.132.500.000,00","-0,86","16,81%"
TPRC6,"105,00","0,13","0,01","0,015","0,00%","0,006","0,12","0,08","-0,03","0,00","0,00","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
NEXP3,"3,34","0,14","-0,11","0,102","0,00%","0,340","-0,11","-0,52","-0,09","-0,42","-0,74","-19,52%","73,01%","0,14","-80,24%","-75,94%","2.461,81","-83.100.000,00","-0,01","-12,63%"
PALF3,"279,90","0,14","0,07","0,015","0,00%","0,011","-0,17","0,07","-0,02","2,34","2,34","20,84%","10,74%","0,81","16,85%","47,24%","0,00","3.681.460.000,00","2,49","2,41%"
TPRC3,"113,50","0,14","0,01","0,016","0,00%","0,007","0,13","0,08","-0,03","0,01","0,00","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
MEND6,"9,50","0,19","-0,01","41,393","0,00%","0,104","-29,47","-0,18","-0,01","-25,61","-25,63","-22.946,80%","22.143,50%","0,65","-58,01%","-3,25%","0,00","-16.132.500.000,00","-0,86","16,81%"
SLED4,"1,60","0,22","-0,04","0,207","0,00%","0,239","-0,10","-0,22","-0,04","-0,74","-0,90","-93,81%","92,72%","0,12","-2.259,94%","-18,07%","0,00","-381.277.000,00","-0,09","-48,69%"
CORR4,"82,00","0,27","0,41","5,701","0,00%","0,118","0,20","-0,54","2,84","2,87","2,91","-1.057,66%","2.141,14%","4,25","-85,44%","152,84%","0,00","4.665.000,00","0,00","-42,09%"
ASSM4,"6,10","0,29","-0,15","-8,357","0,00%","0,133","-0,20","0,40","-0,08","1,88","1,88","-2.084,39%","-2.915,61%","0,21","35,38%","-50,73%","0,00","-9.943.000,00","-0,56","-8,79%"
GAZO4,"2,32","0,31","-0,03","-1,411","0,00%","0,205","-0,46","0,86","-0,03","1,03","1,03","-164,00%","-454,48%","0,35","25,06%","-10,61%","0,00","-102.667.000,00","-0,01","-28,21%"
ASSM3,"7,12","0,33","-0,17","-9,754","0,00%","0,155","-0,23","0,47","-0,09","1,95","1,95","-2.084,39%","-2.915,61%","0,21","35,38%","-50,73%","0,00","-9.943.000,00","-0,56","-8,79%"
BELG4,"1.370,00","0,36","0,07","0,062","0,00%","0,044","0,29","0,23","2,59","0,40","0,40","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%"
BELG3,"1.375,50","0,36","0,07","0,063","0,00%","0,044","0,29","0,23","2,60","0,41","0,41","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%"
AGEN33,"0,16","0,39","-0,03","0,000","0,00%","0,066","-0,17","0,11","-0,02","3,73","3,61","0,00%","0,00%","0,09","87,67%","-8,85%","0,00","-1.112.630.000,00","-1,11","-87,03%"
TRPN3,"0,71","0,44","0,54","0,263","104,74%","0,399","0,59","0,36","0,59","-0,35","-0,35","72,28%","59,29%","3,61","523,01%","122,35%","0,00","59.358.000,00","0,00","5,77%"
SLED3,"3,21","0,45","-0,08","0,416","0,00%","0,480","-0,20","-0,44","-0,07","-0,96","-1,18","-93,81%","92,72%","0,12","-2.259,94%","-18,07%","0,00","-381.277.000,00","-0,09","-48,69%"
GAZO3,"3,40","0,45","-0,05","-2,068","0,00%","0,301","-0,67","1,26","-0,04","1,43","1,43","-164,00%","-454,48%","0,35","25,06%","-10,61%","0,00","-102.667.000,00","-0,01","-28,21%"
FCAP3,"0,62","0,52","0,11","0,000","0,00%","0,089","0,00","-6,18","0,00","-15,27","-15,27","0,00%","0,00%","0,00","0,00%","21,83%","0,00","107.134.000,00","0,00","0,00%"
IGBR3,"175,99","0,56","-0,34","30,247","0,00%","1,035","-0,99","-3,70","-0,29","-7,85","-8,21","-817,12%","5.379,32%","0,33","-57,99%","-60,10%","10.393,30","-650.957.000,00","-0,54","13,97%"
FCAP4,"0,70","0,58","0,13","0,000","0,00%","0,100","0,00","-6,98","0,00","-16,07","-16,07","0,00%","0,00%","0,00","0,00%","21,83%","0,00","107.134.000,00","0,00","0,00%"
MNPR4,"4,63","0,63","1,63","0,768","0,00%","0,745","2,11","4,24","-53,05","2,70","2,39","18,12%","121,81%","3,01","25,67%","258,34%","0,00","201.583.000,00","0,00","6,23%"
BDLL4,"6,00","0,64","-0,04","0,163","0,00%","0,022","-0,06","-0,96","-0,02","-18,37","-22,62","-16,94%","25,56%","0,55","-2,45%","-6,83%","801,16","-220.537.000,00","-0,82","33,02%"
NORD3,"4,01","0,70","-0,21","10,184","0,00%","1,361","-0,21","-7,73","-0,18","-19,18","-19,18","-131,76%","1.455,20%","0,01","-17,72%","-29,93%","866,98","-126.741.000,00","-0,31","11,60%"
MNPR3,"5,27","0,72","1,86","0,874","0,00%","0,848","2,40","4,83","-60,38","3,29","2,91","18,12%","121,81%","3,01","25,67%","258,34%","155.422,00","201.583.000,00","0,00","6,23%"
TARP11,"18,02","0,82","0,25","26,009","0,00%","0,245","0,00","197,74","0,00","195,29","195,29","13,15%","3.170,05%","0,00","0,00%","29,89%","0,00","678.212.000,00","0,00","-71,36%"
LIGT3,"5,31","0,86","0,35","0,132","0,00%","0,077","-34,22","1,36","-0,14","6,10","3,71","9,73%","15,36%","0,99","6,99%","40,83%","7.102.610,00","5.622.130.000,00","1,69","-0,30%"
BNBR4,"27,01","0,94","0,17","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","18,19%","0,00","15.521.300.000,00","0,00","8,02%"
BDLL3,"9,90","1,05","-0,07","0,269","0,00%","0,036","-0,10","-1,59","-0,03","-18,99","-23,39","-16,94%","25,56%","0,55","-2,45%","-6,83%","23,02","-220.537.000,00","-0,82","33,02%"
EBEN4,"17,51","1,06","0,48","0,106","0,00%","0,083","-0,57","0,52","-0,14","3,62","2,99","20,60%","10,05%","0,63","17,60%","45,87%","0,00","1.412.660.000,00","2,96","1,41%"
TSPP4,"9,05","1,24","0,37","0,188","0,00%","0,162","-4,02","0,85","-0,65","1,30","1,30","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
SUZA4,"13,90","1,27","0,18","0,047","0,00%","0,015","0,08","0,21","-0,03","6,32","3,21","22,17%","12,74%","3,20","8,38%","13,99%","0,00","13.484.600.000,00","6,89","9,62%"
RVEE3,"2,77","1,55","0,20","38,436","0,00%","0,160","0,43","-3,31","0,65","-1,03","-1,10","-1.160,71%","2.479,67%","4,93","-5,45%","13,15%","12.882,00","138.233.000,00","0,00","0,00%"
HOOT4,"6,21","1,70","-3,67","0,579","0,00%","0,216","-3,16","1,59","-0,23","1,07","0,94","36,33%","34,10%","0,75","14,77%","-216,14%","37.583,50","-31.082.000,00","0,00","50,06%"
TSPP3,"12,60","1,72","0,51","0,262","0,00%","0,225","-5,59","1,19","-0,91","1,63","1,63","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
CYRE4,"8,50","1,79","0,31","0,375","0,00%","0,131","0,31","2,22","3,09","4,47","4,14","16,90%","17,67%","3,51","7,18%","17,45%","0,00","10.433.800.000,00","0,72","17,29%"
CPFG4,"12,26","1,84","0,68","0,681","0,00%","0,367","27,99","1,11","-1,69","1,22","1,02","61,57%","51,00%","1,14","35,56%","37,16%","0,00","3.268.670.000,00","0,17","-2,47%"
PLIM4,"0,59","1,89","0,03","0,020","0,00%","0,016","-0,51","0,17","-0,05","1,50","0,65","11,93%","1,55%","0,80","10,95%","1,72%","0,00","6.812.390.000,00","0,28","66,63%"
CPFG3,"12,65","1,89","0,70","0,703","0,00%","0,378","28,88","1,14","-1,74","1,25","1,04","61,57%","51,00%","1,14","35,56%","37,16%","0,00","3.268.670.000,00","0,17","-2,47%"
CTKA3,"34,00","1,91","3,91","0,280","0,00%","0,291","0,92","2,41","-1,12","6,40","5,15","11,64%","14,68%","1,91","15,93%","204,93%","494,88","53.936.000,00","7,77","10,02%"
MTBR3,"0,99","2,12","0,69","0,115","0,00%","0,148","-5,19","1,20","-1,35","1,08","0,91","9,65%","5,46%","0,96","30,69%","32,74%","0,00","2.143.130.000,00","0,94","4,01%"
CLSC5,"39,01","2,15","0,38","0,129","0,00%","0,111","2,14","1,29","-0,26","4,80","3,64","10,05%","6,02%","1,23","9,61%","17,75%","0,00","3.951.430.000,00","1,15","0,80%"
MMAQ3,"2.550,01","2,15","0,34","0,074","0,00%","0,158","0,55","-8,14","0,63","-12,09","-76,00","-0,91%","3,45%","1,59","-3,02%","15,72%","0,00","278.600.000,00","0,31","19,08%"
MMAQ4,"2.550,01","2,15","0,34","0,074","35,67%","0,158","0,55","-8,14","0,63","-12,09","-76,00","-0,91%","3,45%","1,59","-3,02%","15,72%","0,00","278.600.000,00","0,31","19,08%"
ALLD3,"8,20","2,20","0,46","0,144","47,74%","0,206","0,62","5,09","1,08","4,04","3,05","2,84%","6,55%","1,81","8,23%","20,88%","4.014.300,00","1.691.720.000,00","0,27","-0,99%"
APTI4,"3.500,00","2,20","0,24","1,788","0,00%","0,131","0,31","-35,19","18,33","-22,50","100,53","-5,08%","81,21%","10,57","-0,45%","10,94%","0,00","275.621.000,00","0,23","8,56%"
AHEB3,"21,50","2,23","0,72","0,273","0,00%","0,311","1,23","2,63","-2,18","1,53","1,39","10,38%","12,25%","2,46","14,80%","32,19%","15.149,60","256.339.000,00","0,01","45,53%"
CTKA4,"39,71","2,23","4,57","0,327","0,00%","0,340","1,07","2,81","-1,31","6,81","5,48","11,64%","14,68%","1,91","15,93%","204,93%","21.442,30","53.936.000,00","7,77","10,02%"
MTBR4,"1,05","2,25","0,74","0,122","0,00%","0,157","-5,51","1,27","-1,43","1,16","0,97","9,65%","5,46%","0,96","30,69%","32,74%","0,00","2.143.130.000,00","0,94","4,01%"
HETA4,"5,07","2,34","-0,01","0,561","0,00%","0,206","-1,17","0,60","-0,01","76,08","76,08","93,21%","23,91%","0,51","34,28%","-0,32%","184,02","-350.075.000,00","-0,93","18,12%"
ESCE3,"172,00","2,35","0,54","0,179","0,00%","0,117","-1,73","1,02","-0,20","4,54","3,54","17,48%","7,60%","0,75","12,55%","22,85%","0,00","1.880.740.000,00","1,94","2,89%"
CTPC4,"6,50","2,48","0,03","0,000","0,00%","0,003","0,00","-0,55","0,00","-2,44","-2,44","0,00%","0,00%","0,00","0,00%","1,41%","0,00","2.411.000,00","0,00","-6,10%"
MWET4,"9,50","2,54","2,32","0,087","0,00%","0,061","-0,95","-0,87","-0,11","-5,56","-8,03","-9,98%","3,43%","0,86","-7,77%","91,40%","5.618,72","8.416.000,00","12,91","-0,66%"
CEDO4,"10,40","2,55","0,36","0,110","0,00%","0,109","2,97","0,74","-0,38","3,45","2,90","14,89%","4,29%","1,10","16,10%","14,05%","11.616,30","290.830.000,00","1,34","-0,98%"
EALT4,"13,00","2,76","0,82","0,505","4,85%","0,463","4,98","5,55","-10,82","7,12","4,94","9,09%","18,28%","1,31","9,08%","29,71%","140.128,00","356.365.000,00","0,29","12,78%"
EALT3,"13,20","2,81","0,83","0,513","4,34%","0,470","5,06","5,64","-10,99","7,21","5,00","9,09%","18,28%","1,31","9,08%","29,71%","9.125,12","356.365.000,00","0,29","12,78%"
BMKS3,"379,00","2,89","0,70","12,179","35,13%","0,640","0,80","-9,08","0,89","0,58","0,59","-134,20%","422,10%","58,78","-23,11%","24,32%","111.387,00","245.638.000,00","0,01","-7,31%"
CEDO3,"12,00","2,94","0,41","0,127","0,00%","0,125","3,42","0,85","-0,44","3,56","2,99","14,89%","4,29%","1,10","16,10%","14,05%","3.028,72","290.830.000,00","1,34","-0,98%"
JBSS3,"39,03","2,94","0,74","0,072","19,64%","0,144","0,97","1,42","-0,37","5,13","3,34","5,06%","2,72%","1,60","13,44%","25,03%","0,00","46.068.100.000,00","2,40","7,97%"
STBP11,"14,40","3,00","2,41","0,716","0,00%","0,427","7,66","1,61","-0,71","2,79","2,36","44,53%","23,87%","1,33","31,92%","80,31%","0,00","1.033.070.000,00","2,56","25,44%"
MARI3,"2,93","3,04","0,76","0,346","0,00%","0,384","0,95","4,99","1,65","4,89","4,89","6,94%","11,37%","2,23","10,67%","25,13%","0,00","706.711.000,00","0,32","11,89%"
RANI4,"5,50","3,25","0,88","0,748","0,00%","0,335","1,55","2,79","-1,17","5,17","3,55","26,79%","23,03%","2,85","15,32%","27,22%","0,00","1.433.840.000,00","1,23","2,06%"
LIGH3,"16,66","3,28","1,18","0,493","0,00%","0,309","-10,13","6,80","-0,54","11,87","6,47","7,25%","15,00%","0,85","5,44%","36,04%","0,00","5.530.260.000,00","1,13","-0,54%"
ELPL4,"15,98","3,36","0,52","0,144","0,00%","0,101","-0,71","1,15","-0,18","4,70","3,20","12,51%","4,29%","0,63","10,05%","15,42%","0,00","6.086.550.000,00","1,70","2,56%"
PRIO3,"37,71","3,36","1,30","2,361","0,00%","0,566","4,53","9,36","-1,68","14,31","6,28","25,23%","70,19%","2,21","7,38%","38,74%","311.763.000,00","25.947.000.000,00","1,05","41,85%"
CSRN3,"13,60","3,44","1,19","0,547","0,00%","0,355","9,63","2,12","-0,74","4,55","3,85","25,84%","15,90%","1,20","18,72%","34,54%","0,00","1.914.000.000,00","1,54","3,86%"
SUZB6,"17,88","3,45","0,50","0,442","0,00%","0,137","0,77","1,99","-0,30","8,10","4,11","22,18%","12,87%","3,20","8,38%","14,52%","0,00","45.118.400.000,00","2,06","5,63%"
FIGE3,"21,07","3,57","0,27","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,64%","98,00","182.652.000,00","0,00","37,23%"
BOBR3,"1,00","3,57","275,96","0,169","0,00%","0,283","-15,43","1,28","-0,61","2,56","2,26","13,24%","4,73%","0,97","33,33%","7.721,50%","0,00","944.000,00","400,27","10,55%"
BNBR3,"105,00","3,67","0,67","0,000","5,75%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","18,19%","17.033,50","15.521.300.000,00","0,00","8,02%"
PTPA3,"76,50","3,69","1,14","0,505","0,00%","0,375","2,28","3,63","-1,27","7,06","5,33","13,93%","13,69%","1,79","13,27%","30,85%","0,00","1.201.690.000,00","1,59","18,08%"
CSRN5,"15,10","3,82","1,32","0,607","0,00%","0,394","10,70","2,35","-0,82","4,78","4,05","25,84%","15,90%","1,20","18,72%","34,54%","0,00","1.914.000.000,00","1,54","3,86%"
PTPA4,"80,00","3,86","1,19","0,528","0,00%","0,392","2,38","3,79","-1,33","7,23","5,45","13,93%","13,69%","1,79","13,27%","30,85%","0,00","1.201.690.000,00","1,59","18,08%"
VTRU3,"13,56","3,87","0,64","0,815","0,16%","0,297","2,78","2,32","-0,85","4,44","3,46","35,17%","21,06%","2,34","15,04%","16,58%","6.780.420,00","2.834.840.000,00","0,86","8,81%"
BAZA3,"74,49","3,89","0,57","0,000","10,72%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,74%","300.358,00","7.283.050.000,00","0,00","15,88%"
JHSF3,"7,44","3,92","0,81","2,585","5,43%","0,324","1,49","6,63","-1,40","11,25","10,32","39,00%","66,36%","2,80","5,68%","20,57%","23.643.300,00","6.287.800.000,00","0,91","-1,95%"
CSRN6,"15,50","3,92","1,35","0,623","0,00%","0,405","10,98","2,41","-0,84","4,84","4,10","25,84%","15,90%","1,20","18,72%","34,54%","0,00","1.914.000.000,00","1,54","3,86%"
MGEL4,"6,00","3,94","1,12","0,034","0,00%","0,046","0,45","0,43","-0,09","7,16","5,65","7,82%","0,85%","1,32","12,42%","28,47%","14.051,90","30.957.000,00","18,62","3,90%"
CAMB4,"6,25","4,00","0,85","0,671","0,00%","0,666","1,92","3,77","2,22","2,90","2,42","17,78%","16,77%","3,04","22,33%","21,24%","0,00","310.829.000,00","0,01","15,08%"
LUXM4,"4,01","4,00","0,99","1,084","2,90%","0,716","7,14","6,13","-9,14","5,98","3,61","17,69%","27,07%","1,99","13,20%","24,85%","48.004,10","167.560.000,00","0,11","4,18%"
TBLE6,"10,65","4,01","0,99","0,957","0,00%","0,215","19,73","2,16","-0,35","6,48","5,27","44,32%","25,34%","1,08","11,05%","24,66%","0,00","12.304.200.000,00","2,35","-2,06%"
VINE3,"17,20","4,04","0,65","0,577","0,00%","0,340","1,38","4,52","7,60","7,40","5,54","12,76%","14,42%","1,91","8,62%","16,14%","0,00","1.118.520.000,00","0,60","2,21%"
SUZB5,"21,13","4,08","0,59","0,522","0,00%","0,162","0,91","2,35","-0,35","8,47","4,29","22,18%","12,87%","3,20","8,38%","14,52%","0,00","45.118.400.000,00","2,06","5,63%"
DAYC4,"8,90","4,12","0,71","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,33%","0,00","3.009.030.000,00","0,00","8,15%"
VINE5,"17,64","4,14","0,67","0,592","0,00%","0,349","1,41","4,64","7,80","7,52","5,63","12,76%","14,42%","1,91","8,62%","16,14%","0,00","1.118.520.000,00","0,60","2,21%"
CPFP4,"44,00","4,21","3,64","0,388","0,00%","0,267","23,88","1,97","-0,44","4,11","3,60","19,74%","9,23%","1,04","17,14%","86,39%","0,00","642.439.000,00","5,78","5,74%"
VULC4,"18,00","4,22","1,98","1,435","0,00%","1,176","2,89","8,45","4,76","9,20","7,57","16,97%","34,01%","2,65","16,77%","46,97%","0,00","2.503.080.000,00","0,40","17,42%"
SOND3,"48,00","4,25","1,63","0,535","11,88%","0,972","3,13","3,49","5,17","2,46","2,10","15,32%","12,69%","2,10","40,10%","38,39%","334,91","72.363.000,00","0,00","29,88%"
REDE4,"2,90","4,32","1,47","0,315","0,00%","0,187","2,61","1,61","-0,34","5,55","4,43","19,57%","9,83%","1,38","13,70%","34,03%","0,00","4.160.960.000,00","4,38","6,83%"
EMAE4,"38,38","4,48","0,91","2,285","0,00%","0,580","1,86","11,59","-80,30","7,54","6,54","19,72%","51,01%","7,69","6,31%","20,41%","269.577,00","1.550.460.000,00","0,00","6,03%"
TBLE5,"12,00","4,52","1,11","1,078","0,00%","0,242","22,23","2,43","-0,39","6,75","5,49","44,32%","25,34%","1,08","11,05%","24,66%","0,00","12.304.200.000,00","2,35","-2,06%"
SOND6,"51,14","4,53","1,74","0,570","12,26%","1,035","3,33","3,72","5,50","2,69","2,30","15,32%","12,69%","2,10","40,10%","38,39%","228,23","72.363.000,00","0,00","29,88%"
MWET3,"17,00","4,55","4,16","0,156","0,00%","0,109","-1,70","-1,56","-0,19","-6,25","-9,02","-9,98%","3,43%","0,86","-7,77%","91,40%","522,30","8.416.000,00","12,91","-0,66%"
FRAS4,"5,79","4,56","0,67","0,311","0,00%","0,235","0,86","2,10","-1,49","4,24","3,22","14,79%","6,95%","2,27","14,60%","14,78%","0,00","2.409.760.000,00","1,10","18,05%"
VCPA4,"26,01","4,72","1,02","0,789","0,00%","0,353","3,76","2,01","-1,00","4,05","2,99","39,18%","16,75%","1,46","22,95%","21,57%","0,00","14.149.000.000,00","1,46","22,71%"
SOND5,"53,99","4,78","1,83","0,601","11,62%","1,093","3,52","3,93","5,81","2,90","2,48","15,32%","12,69%","2,10","40,10%","38,39%","1.243,91","72.363.000,00","0,00","29,88%"
CEEB5,"38,01","4,78","1,16","0,543","15,58%","0,298","-33,77","2,20","-0,53","5,70","4,63","24,62%","11,36%","0,95","14,60%","24,33%","7.197,28","8.568.000.000,00","1,98","6,28%"
BRSR6,"14,40","4,78","0,54","0,000","8,62%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,32%","13.249.100,00","10.874.300.000,00","0,00","5,41%"
VULC3,"20,46","4,79","2,25","1,631","23,47%","1,336","3,28","9,61","5,41","10,36","8,52","16,97%","34,01%","2,65","16,77%","46,97%","24.734.200,00","2.503.080.000,00","0,40","17,42%"
BRSR3,"14,50","4,82","0,55","0,000","8,56%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,32%","126.429,00","10.874.300.000,00","0,00","5,41%"
CEPE5,"40,12","4,97","1,41","0,353","0,00%","0,203","6,07","2,03","-0,32","7,45","5,69","17,40%","7,09%","1,17","11,13%","28,29%","0,00","2.128.000.000,00","4,12","0,14%"
BRSR5,"15,01","4,99","0,56","0,000","10,10%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,32%","159,79","10.874.300.000,00","0,00","5,41%"
VALE5,"33,36","5,02","0,69","0,710","0,00%","0,312","9,00","2,15","-0,88","3,08","2,47","33,09%","13,72%","1,24","16,71%","13,84%","0,00","218.127.000.000,00","0,45","-7,69%"
RECV3,"10,62","5,03","0,68","0,945","8,48%","0,395","4,18","3,54","-1,60","5,21","2,88","26,70%","18,81%","2,16","13,22%","13,59%","38.235.700,00","4.563.500.000,00","0,53","9,61%"
BSLI4,"7,30","5,08","0,89","0,000","61,42%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,52%","39.053,90","3.984.960.000,00","0,00","17,64%"
SAPR4,"7,17","5,08","0,90","1,528","6,27%","0,417","6,70","5,36","-1,67","6,04","4,64","28,52%","30,05%","1,28","10,27%","17,71%","8.419.320,00","12.030.700.000,00","0,60","9,07%"
SAPR11,"36,14","5,13","0,91","1,540","6,11%","0,420","6,75","5,40","-1,68","6,08","4,68","28,52%","30,05%","1,28","10,27%","17,71%","44.855.500,00","12.030.700.000,00","0,60","9,07%"
RANI3,"8,68","5,13","1,40","1,181","8,77%","0,529","2,44","4,41","-1,85","6,78","4,66","26,79%","23,03%","2,85","15,32%","27,22%","6.332.410,00","1.433.840.000,00","1,23","2,06%"
TASA4,"4,59","5,17","0,49","0,419","4,01%","0,257","1,35","9,47","3,05","18,02","10,69","4,42%","8,10%","1,51","3,10%","9,56%","1.386.580,00","1.294.480.000,00","0,60","-13,88%"
BGIP4,"31,99","5,21","0,79","0,000","13,79%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","15,25%","55.235,50","868.624.000,00","0,00","5,37%"
SAPR3,"7,35","5,21","0,92","1,566","5,56%","0,427","6,86","5,49","-1,71","6,17","4,75","28,52%","30,05%","1,28","10,27%","17,71%","1.310.700,00","12.030.700.000,00","0,60","9,07%"
CEEB3,"41,48","5,21","1,27","0,592","14,27%","0,326","-36,85","2,41","-0,57","5,90","4,80","24,62%","11,36%","0,95","14,60%","24,33%","332.259,00","8.568.000.000,00","1,98","6,28%"
BSLI3,"7,50","5,22","0,92","0,000","54,35%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,52%","28.479,20","3.984.960.000,00","0,00","17,64%"
ETER3,"4,04","5,30","0,30","0,213","0,91%","0,176","1,01","11,07","4,45","17,46","4,80","1,93%","4,03%","1,66","1,77%","5,57%","431.597,00","845.709.000,00","0,21","1,87%"
PTNT4,"4,58","5,30","0,51","0,263","5,79%","0,198","0,46","7,91","3,58","12,20","5,07","3,32%","6,99%","3,72","3,97%","9,67%","37.269,00","429.188.000,00","1,07","0,58%"
CEPE6,"43,00","5,33","1,51","0,378","0,00%","0,217","6,51","2,17","-0,35","7,59","5,80","17,40%","7,09%","1,17","11,13%","28,29%","0,00","2.128.000.000,00","4,12","0,14%"
BMGB4,"4,35","5,34","0,68","0,000","9,35%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,68%","2.471.360,00","3.846.090.000,00","0,00","0,91%"
PETR4,"32,40","5,39","0,99","0,850","16,07%","0,345","-12,65","2,10","-0,65","3,68","2,63","40,44%","15,87%","0,82","17,85%","18,33%","1.104.810.000,00","422.934.000.000,00","0,89","2,45%"
EUCA4,"17,51","5,49","0,58","0,526","4,20%","0,341","1,71","3,10","-8,66","4,07","2,85","16,96%","9,59%","2,16","12,60%","10,54%","658.717,00","2.803.900.000,00","0,30","7,06%"
COGN3,"3,90","5,50","0,57","1,049","1,71%","0,307","3,78","3,24","-1,30","5,50","4,20","32,38%","20,70%","1,81","10,54%","10,43%","95.325.000,00","12.762.500.000,00","0,50","12,57%"
MRSA6B,"24,60","5,50","0,96","1,147","4,26%","0,365","3,83","3,23","-0,99","5,11","3,57","35,50%","20,85%","1,62","14,52%","17,39%","287,67","8.691.590.000,00","1,08","14,47%"
MRSA6B,"24,60","5,50","0,96","1,147","4,26%","0,365","3,83","3,23","-0,99","5,11","3,57","35,50%","20,85%","1,62","14,52%","17,39%","287,67","8.691.590.000,00","1,08","14,47%"
BMEB3,"50,00","5,56","2,33","0,000","2,17%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","41,92%","24.745,80","2.248.540.000,00","0,00","21,78%"
POMO3,"5,89","5,56","1,55","0,731","21,39%","0,684","2,33","4,73","10,62","5,63","5,06","15,45%","13,25%","1,91","20,09%","27,78%","5.277.340,00","4.330.200.000,00","0,75","28,12%"
DEXP4,"7,95","5,57","0,84","0,394","6,76%","0,540","1,17","6,10","1,84","5,52","4,46","6,46%","7,08%","3,48","12,09%","15,00%","29.419,10","1.040.570.000,00","0,22","5,73%"
LOGG3,"24,51","5,61","0,56","8,993","10,18%","0,301","6,97","12,44","-1,06","23,60","22,72","72,30%","160,74%","1,32","2,66%","10,02%","8.541.170,00","3.832.180.000,00","0,66","11,25%"
TASA3,"5,01","5,64","0,54","0,457","3,68%","0,280","1,47","10,34","3,33","18,89","11,20","4,42%","8,10%","1,51","3,10%","9,56%","91.003,90","1.294.480.000,00","0,60","-13,88%"
BPIA3,"6,10","5,64","1,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","18,84%","0,00","77.395.000,00","0,00","13,41%"
